アンケート回答日,居住都道府県,性別,年代,職種,世帯年収,同行者,宿泊数（全行程）,宿泊エリア（県外）,宿泊数（県内）,宿泊市町村(1泊目),食事の組み合わせ（1泊目）,宿泊市町村(2泊目),食事の組み合わせ（2泊目）,宿泊市町村(3泊目),食事の組み合わせ（3泊目）,宿泊市町村(4泊目),食事の組み合わせ（4泊目）,交通手段（来県）,交通手段（県内）,満足度（交通）,来県回数,訪問目的,情報源（デジタル）,情報源（デジタル以外）,比較した都道府県の有無,比較した都道府県,比較した都道府県の観光地,消費金額（交通費）,消費金額（飲食費）,消費金額（宿泊費）,消費金額（買い物（工芸品・特産品等）費）,消費金額（観光・体験費）,訪問場所,訪問した寿司店形態,訪問したます寿し店形態,海の幸（食べた）,海の幸（感動した）,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所
2025/04/28,富山県,女性,60代,公務員,2: 300〜599万円,子供連れ家族（一番下のお子様が未就学児）,1泊,富山県以外には宿泊しない,1泊,高岡市,夕・朝２食付き,,,,,,,自家用車,自家用車,,５回目,温泉や露天風呂,"宿泊施設のウェブサイト, 宿泊予約Webサイト","口コミ（家族）, 口コミ（同僚・同級生）",ない,,,"3,000円以上5,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満",砺波チューリップ公園,食べていない,食べていない,"ブリ, 甘エビ, ホタルイカ",どれにも感動していない,普通,普通,普通,普通,普通,,,,,5,富山県在住,,富山市,富山市まちなか観光案内所
2025/04/28,愛知県,女性,30代,専業主婦・主夫,3: 600〜1000万円,子供連れ家族（一番下のお子様が未就学児）,2泊,富山県以外には宿泊しない,2泊,立山町,夕・朝２食付き,南砺市,夕・朝２食付き,,,,,自家用車,路線バス,満足,１０回目以上,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 買い物（工芸品・特産品など）, 健康を増進する",宿泊予約Webサイト,"口コミ（家族）, 観光展・物産展, 富山県観光公式のパンフレット, 旅行会社のパンフレット",ある,"長野県, 岐阜県, 静岡県, 三重県",ほぼ立山で決まっていたので、まともに検討はしていない,"20,000円以上30,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満","3,000円以上5,000円未満","3,000円以上5,000円未満","立山黒部アルペンルート, 砺波チューリップ公園",持ち帰り（道の駅・スーパーなど）,持ち帰り（道の駅・スーパーなど）,"甘エビ, まだ旅行中のため、今後食べると思われる",甘エビ,大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,・砺波チューリップ公園が展示も含めて素晴らしかった ・立山は観光ボランティアの方まで含めて素晴らしい方だった ・どの方も優しかった,立山は少し海外の方が多すぎ、またその海外の方が少し危険な事をしそうだったので遭難に繋がらないかな、とは不安に感じました,立山荘でいただいたパンは場所もあっておいしく感じました。また、同じ場所で子ども達のエネルギー補給のため買った柿チョコをおいしそうに食べていました。,砺波チューリップ公園、立山,10,機会があれば行きたい,今回はあまり海鮮を食べられなかったのでもっと食べたいと思います,宿泊先
2025/04/28,愛知県,女性,40代,会社員,3: 600〜1000万円,大人の家族（18歳以上の子供含む）,1泊,富山県以外には宿泊しない,1泊,富山市,朝食のみ,,,,,,,自家用車,"自家用車, 徒歩",,２回目,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光","YOUTUBE, 富山県観光公式サイト「とやま観光ナビ」",テレビ番組,ない,,,"5,000円以上10,000円未満","30,000円以上40,000円未満","30,000円以上40,000円未満","30,000円以上40,000円未満","10,000円以上20,000円未満","雨晴海岸, 黒部峡谷鉄道, 富山県美術館, 富山市ガラス美術館, 富山城, 富岩運河環水公園",回転寿司店（地元）,駅（売店・自販機など）,"シロエビ, ホタルイカ","シロエビ, ホタルイカ",大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,前回は年末に旅行で来た為観光施設などが休館などで観ることが出来なかったので今回は観光が存分に出来たので満足です。,,白えび、とべーぐる,ガラス美術館、富山城,10,来年もまた行きたい,,宿泊先
2025/04/28,富山県,女性,60代,会社員,1: 300万円未満,夫婦,2泊,富山県以外には宿泊しない,2泊,入善町,夕・朝２食付き,氷見市,夕・朝２食付き,,,,,県外から訪れていない（富山県在住）,自家用車,満足,３回目,"温泉や露天風呂, 地元の美味しいものを食べる",富山県観光公式サイト「とやま観光ナビ」,口コミ（友人・恋人）,ある,新潟県,笹倉温泉,使わない,"3,000円以上5,000円未満","20,000円以上30,000円未満","1,000円以上3,000円未満",使わない,愛本橋,食べていない,食べていない,"シロエビ, ホタルイカ, バイガイ, 牡蠣","ホタルイカ, バイガイ",大いに満足,大いに満足,満足,大いに満足,大いに満足,温泉もよくゆっくり休めた,道に迷った,牡蠣の昆布焼き,道の駅,8,富山県在住,どこでも情報が得られるように発信の仕方を工夫したらいいと思います,宿泊先
2025/04/28,静岡県,女性,60代,専業主婦・主夫,2: 300〜599万円,友人・知人,2泊,富山県以外には宿泊しない,2泊,高岡市,食事なし（素泊まり）,高岡市,食事なし（素泊まり）,,,,,自家用車,"自家用車, 新幹線",満足,５回目,地元の美味しいものを食べる,"Instagram, 富山県内市町村の観光公式サイト",テレビ番組,ない,,,"3,000円以上5,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",使わない,"国宝 高岡山瑞龍寺, 新湊きっときと市場, 高岡大仏, 富岩運河環水公園",回転寿司店（チェーン店）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, 甘エビ","フクラギ（イナダ、ハマチ）, 紅ズワイガニ, 甘エビ",大いに満足,満足,普通,満足,満足,美味しい海の幸をたくさん食べれた,なし,寿司,なし,10,来年もまた行きたい,,高岡市,
2025/04/28,愛知県,男性,40代,会社員,2: 300〜599万円,大人の家族（18歳以上の子供含む）,1泊,富山県以外には宿泊しない,1泊,富山市,朝食のみ,,,,,,,自家用車,"自家用車, 徒歩",,３回目,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, 文化施設の見学・体験（美術館・博物館など）","X（旧Twitter）, YOUTUBE, 富山県内市町村の観光公式サイト","富山県観光公式のパンフレット, 雑誌の特集記事, 旅行ガイドブック",ある,"石川県, 福井県, 静岡県",金沢　福井市,"50,000円以上100,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満","20,000円以上30,000円未満","5,000円以上10,000円未満","雨晴海岸, 海王丸パーク, 富山県美術館, 富山市ガラス美術館, 富山城, 富岩運河環水公園",食べていない,食べていない,食べていない,食べていない,大いに満足,満足,普通,満足,満足,綺麗な美術館と歴史を知ることが出来た,路面電車との兼ね合いや信号などの判断が難しいからもう少し分かりやすく標識などが有ると有り難いです,とベーグル　石谷もちやの団子,,9,機会があれば行きたい,,宿泊先
2025/04/28,東京都,女性,60代,専業主婦・主夫,4: 1000〜2000万円,夫婦,2泊,富山県以外には宿泊しない,2泊,富山市,朝食のみ,氷見市,夕・朝２食付き,,,,,新幹線,レンタカー,大いに満足,１０回目以上,"友人・親戚を訪ねる,","宿泊予約Webサイト,",口コミ（家族）,ない,,,"20,000円以上30,000円未満","30,000円以上40,000円未満","40,000円以上50,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","砺波チューリップ公園, 富山県美術館",専門店,専門店,"ブリ, シロエビ, 甘エビ","ブリ, シロエビ",大いに満足,大いに満足,満足,大いに満足,大いに満足,何度も訪れ安心できる宿だからです,ゴールデンウィークのせいか、駅前の混雑度がすごかった,海鮮,両親の世話ができた,10,来年もまた行きたい,インバウンドが多すぎないところが良い,宿泊先
2025/04/28,東京都,男性,60代,経営者・役員,4: 1000〜2000万円,夫婦,2泊,富山県以外には宿泊しない,2泊,富山市,朝食のみ,氷見市,夕・朝２食付き,,,,,新幹線,レンタカー,満足,１０回目以上,介護,富山県観光公式サイト「とやま観光ナビ」,旅行会社のパンフレット,ない,,,"30,000円以上40,000円未満","20,000円以上30,000円未満","40,000円以上50,000円未満",使わない,"20,000円以上30,000円未満",砺波チューリップ公園,回転寿司店（地元）,専門店,"ブリ, ホタルイカ",ブリ,満足,満足,満足,満足,満足,美味しい,なし,刺身,氷見,8,来年もまた行きたい,素晴らしい,宿泊先
2025/04/28,東京都,女性,60代,専業主婦・主夫,4: 1000〜2000万円,夫婦,2泊,富山県以外には宿泊しない,富山県内には宿泊しない,,,,,,,,,"レンタカー, 新幹線",レンタカー,満足,１０回目以上,"宿でのんびり過ごす, 友人・親戚を訪ねる",宿泊施設のウェブサイト,口コミ（家族）,ない,,,"20,000円以上30,000円未満","20,000円以上30,000円未満","40,000円以上50,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満",砺波チューリップ公園,専門店,専門店,"ブリ, シロエビ, 甘エビ",ブリ,大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,両親に親孝行できた,駅前の混雑具合,海鮮,立山連峰の景色,10,来年もまた行きたい,インバウンドが多すぎないところが良い,宿泊先
2025/04/28,東京都,男性,60代,経営者・役員,4: 1000〜2000万円,夫婦,2泊,富山県以外には宿泊しない,2泊,富山市,朝食のみ,氷見市,夕・朝２食付き,,,,,新幹線,レンタカー,満足,１０回目以上,"温泉や露天風呂, 地元の美味しいものを食べる",富山県観光公式サイト「とやま観光ナビ」,富山県観光公式のパンフレット,ない,,,"20,000円以上30,000円未満","20,000円以上30,000円未満","30,000円以上40,000円未満",使わない,"10,000円以上20,000円未満",砺波チューリップ公園,居酒屋・レストラン（地元）,持ち帰り（道の駅・スーパーなど）,"ブリ, シロエビ, ホタルイカ",ブリ,満足,満足,普通,満足,満足,美味,なし,刺身,氷見,8,来年もまた行きたい,素晴らしい,宿泊先
2025/04/28,岐阜県,女性,60代,パート・アルバイト,1: 300万円未満,夫婦,1泊,富山県以外には宿泊しない,1泊,富山市,夕・朝２食付き,,,,,,,"新幹線, 在来線","在来線・私鉄・路面電車, 路線バス",不満,１回目,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, テーマパーク（遊園地、動物園、水族館など）",宿泊予約Webサイト,旅行ガイドブック,ない,,,"1,000円以上3,000円未満","5,000円以上10,000円未満","40,000円以上50,000円未満","5,000円以上10,000円未満","1,000円以上3,000円未満",砺波チューリップ公園,食べていない,食べていない,"紅ズワイガニ, シロエビ, ホタルイカ",どれにも感動していない,満足,満足,満足,満足,満足,チューリップが満開だったので,乗り継ぎが非常に不便,富山コシヒカリ米,砺波チューリップ公園,5,機会があれば行きたい,旅館は建物やお料理が個性的で良かった,朝日町,
2025/04/28,東京都,女性,60代,会社員,4: 1000〜2000万円,夫婦,1泊,新潟県,1泊,氷見市,夕・朝２食付き,,,,,,,自家用車,自家用車,大いに満足,２回目,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, お祭りやイベントへの参加・見物","富山県観光公式サイト「とやま観光ナビ」, 宿泊施設のウェブサイト",口コミ（家族）,ある,"石川県, 長野県",石川県金沢市,"20,000円以上30,000円未満","3,000円以上5,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満","あさひ舟川「春の四重奏」, 五箇山, 新湊きっときと市場, 砺波チューリップ公園, 富山市ガラス美術館",持ち帰り（道の駅・スーパーなど）,持ち帰り（道の駅・スーパーなど）,"シロエビ, 甘エビ, ホタルイカ, ヒラメ、ヒラマサマグロ","シロエビ, ホタルイカ",大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,チュ—リップの由来や由緒に関する情報展示を満喫。生チュ—リップの多くの品種の展示。,氷見市内のア—ケ—ドの寂れ具合にがっかりした。,ノドグロの塩焼き,砺波チュ—リップ公園,8,来年もまた行きたい,道の駅の閉店時間が18時は早すぎる,宿泊先
2025/04/28,大阪府,女性,50代,パート・アルバイト,6: 無回答,ひとり,4泊以上,富山県以外には宿泊しない,4泊以上,富山市,食事なし（素泊まり）,富山市,食事なし（素泊まり）,富山市,食事なし（素泊まり）,富山市,食事なし（素泊まり）,自家用車,自家用車,,１回目,友人・親戚を訪ねる,宿泊施設のウェブサイト,口コミ（友人・恋人）,ない,,,"40,000円以上50,000円未満","30,000円以上40,000円未満",使わない,"10,000円以上20,000円未満","1,000円未満",氷見,食べていない,食べていない,"ブリ, シロエビ, 甘エビ, ホタルイカ, バイガイ, あじ",あじ,大いに満足,満足,満足,大いに満足,満足,天候にもほぼ恵まれた,特に無し,お刺身,氷見,9,機会があれば行きたい,臨機応変さ,氷見市,
2025/04/28,岡山県,女性,20代,会社員,2: 300〜599万円,夫婦,4泊以上,福井県,1泊,高岡市,食事なし（素泊まり）,,,,,,,自家用車,自家用車,,１回目,"地元の美味しいものを食べる, 文化施設の見学・体験（美術館・博物館など）, テーマパーク（遊園地、動物園、水族館など）","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト",富山県観光公式のパンフレット,ない,,,"30,000円以上40,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満","海王丸パーク, 新湊きっときと市場, 砺波チューリップ公園",居酒屋・レストラン（地元）,居酒屋・レストラン（地元）,"ブリ, シロエビ, 甘エビ","ブリ, シロエビ",大いに満足,満足,満足,大いに満足,大いに満足,チューリップまつりが大満足だった,,海鮮丼,砺波チューリップまつり,10,機会があれば行きたい,,高岡市,
2025/04/28,岡山県,男性,30代,会社員,2: 300〜599万円,夫婦,4泊以上,福井県,1泊,高岡市,食事なし（素泊まり）,,,,,,,自家用車,自家用車,,２回目,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、水族館など）, お祭りやイベントへの参加・見物",デジタルニュース,"雑誌の特集記事, 旅行ガイドブック",ある,長野県,小諸市動物園、善光寺,"5,000円以上10,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満","雨晴海岸, 海王丸パーク, 砺波チューリップ公園",食べていない,食べていない,シロエビ,シロエビ,大いに満足,満足,普通,満足,大いに満足,海産物が美味かったから。思ってたほど値段が高くなかったため。,北陸道から高岡市内が結構遠かった。能越道があったからまだ良かったが、下道やと大変やと思った。,富山ブラック、海鮮丼,富山ファミリーパーク、となみチューリップ公園、高岡古城動物園、藤子・F・不二雄ふるさとギャラリー,8,来年もまた行きたい,富山は温泉のイメージがない。 隣の石川が強すぎるのか、もともと富山に温泉がないのか知らないが、もし温泉があるならもっと宣伝してほしい。富山と言えば海鮮、チューリップ、立山黒部が誰でもでてくるが、その他をもっとアピールしてもいいかと思う。,高岡市,
2025/04/28,福井県,男性,40代,会社員,3: 600〜1000万円,ひとり,4泊以上,富山県以外には宿泊しない,4泊以上,魚津市,食事なし（素泊まり）,魚津市,食事なし（素泊まり）,魚津市,食事なし（素泊まり）,魚津市,食事なし（素泊まり）,自家用車,自家用車,,１回目,"スキルアップや視野を広げるための研修・セミナーに参加する, 出張など仕事関係",宿泊予約Webサイト,口コミ（同僚・同級生）,ない,,,"20,000円以上30,000円未満","20,000円以上30,000円未満","30,000円以上40,000円未満","5,000円以上10,000円未満",使わない,"富山城, 海の駅",持ち帰り（道の駅・スーパーなど）,食べていない,"甘エビ, バイガイ",バイガイ,大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,ストレスなし,,五半屋さんの美味しくリーズナブルなメニュー,,10,来年もまた行きたい,海産物をとにかく食べたい,宿泊先
2025/04/29,富山県,女性,40代,会社員,3: 600〜1000万円,夫婦,1泊,富山県以外には宿泊しない,1泊,富山市,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,自家用車,,１０回目以上,宿でのんびり過ごす,まとめサイト,"旅行ガイドブック,",ある,石川県,温泉地,"1,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満",使わない,使わない,観光しない,食べていない,食べていない,食べていない,食べていない,満足,満足,普通,普通,普通,,,,,7,富山県在住,,高岡市,
2025/04/29,愛知県,女性,50代,専業主婦・主夫,4: 1000〜2000万円,大人の家族（18歳以上の子供含む）,3泊,岐阜県,1泊,魚津市,夕・朝２食付き,,,,,,,自家用車,自家用車,,５回目,"宿でのんびり過ごす, 地元の美味しいものを食べる",宿泊予約Webサイト,特に無し,ない,,,使わない,"5,000円以上10,000円未満","20,000円以上30,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満","新湊大橋, ほたるいかミュージアム",回転寿司店（地元）,食べていない,"シロエビ, 甘エビ, ホタルイカ, バイガイ","シロエビ, ホタルイカ",大いに満足,大いに満足,普通,満足,満足,食事は美味しいし、富山の雰囲気が好きだから,食べたいものがありすぎて、選択に困ること。贅沢ですが。,海鮮です。ホタルイカは地元にも売ってますが、全然違う。,息子が富山大学に通っていて、今回顔を見るついでに家族で旅行しています。質問の意図とは外れると思いますが息子の元気な顔が見られたことです。,10,来年もまた行きたい,美味しい海鮮を食べて、温泉につかることです。,宿泊先
2025/04/29,石川県,女性,70代,パート・アルバイト,1: 300万円未満,大人の家族（18歳以上の子供含む）,1泊,石川県,1泊,砺波市,夕・朝２食付き,,,,,,,自家用車,自家用車,満足,２回目,温泉や露天風呂,富山県観光公式サイト「とやま観光ナビ」,観光展・物産展,ある,福井県,あわら,"5,000円以上10,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満","3,000円以上5,000円未満","3,000円以上5,000円未満","砺波チューリップ公園,",食べていない,食べていない,"シロエビ, ホタルイカ","シロエビ, ホタルイカ",大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,,,,,10,来年もまた行きたい,,宿泊先
2025/04/29,愛知県,男性,60代,会社員,4: 1000〜2000万円,夫婦,1泊,富山県以外には宿泊しない,1泊,氷見市,夕・朝２食付き,,,,,,,自家用車,自家用車,,４回目,"温泉や露天風呂, 地元の美味しいものを食べる","Facebook, 富山県観光公式サイト「とやま観光ナビ」","観光展・物産展, 雑誌の特集記事",ない,,,"30,000円以上40,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","雨晴海岸, 砺波チューリップ公園",食べていない,持ち帰り（道の駅・スーパーなど）,"ブリ, シロエビ, 甘エビ, ホタルイカ, ゲンゲ, ノドグロ","ブリ, ホタルイカ",満足,満足,満足,普通,満足,訪れた造り酒屋の話がたのしく、試飲しながら良いお酒がえらべた。夕食か美味しいかった,高速道路の無料、有料区間がわかりにくい,試飲したお酒,砺波チューリップ園,10,機会があれば行きたい,せっかく富山に日本酒がたくさんあるのに、宿で出てきた日本酒の種類が少なく、自分の好みではなかった,宿泊先
2025/04/29,愛知県,女性,60代,公務員,3: 600〜1000万円,夫婦,1泊,富山県以外には宿泊しない,1泊,氷見市,夕・朝２食付き,,,,,,,自家用車,自家用車,,３回目,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, アウトドア（海水浴、釣り、登山など）","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト",富山県観光公式のパンフレット,ない,,,使わない,"10,000円以上20,000円未満","20,000円以上30,000円未満","5,000円以上10,000円未満","1,000円以上3,000円未満","海王丸パーク, 新湊きっときと市場, 砺波チューリップ公園",食べていない,持ち帰り（道の駅・スーパーなど）,"ブリ, シロエビ, 甘エビ, ホタルイカ, ゲンゲ, バイガイ, ウニ　たい　ふぐ　まぐろ　かます","ブリ, シロエビ, 甘エビ, ホタルイカ, ゲンゲ, バイガイ, マグロの昆布締め",大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,魚がおいしい‼️お酒がすすみまました‼️ 富山側からみる立山、北アルプスが迫力があります‼️チューリップも素敵です,特になし,ホタルイカのしゃぶしゃぶ、マグロの昆布締め,砺波のチューリップ園,10,来年もまた行きたい,,宿泊先
2025/04/29,石川県,女性,50代,会社員,4: 1000〜2000万円,大人の家族（18歳以上の子供含む）,1泊,神戸,1泊,砺波市,夕・朝２食付き,,,,,,,自家用車,自家用車,,１回目,"宿でのんびり過ごす, 温泉や露天風呂",宿泊予約Webサイト,旅行ガイドブック,ない,,,"20,000円以上30,000円未満","10,000円以上20,000円未満","100,000円以上","10,000円以上20,000円未満","10,000円以上20,000円未満","五箇山, 新湊きっときと市場, 砺波チューリップ公園",食べていない,食べていない,"シロエビ, ホタルイカ",ホタルイカ,大いに満足,大いに満足,普通,普通,大いに満足,家族の誕生日お祝いを兼ねての旅行だったので,,ホタルイカ,,10,機会があれば行きたい,,宿泊先
2025/04/29,富山県,男性,60代,自営業,3: 600〜1000万円,夫婦,1泊,富山県以外には宿泊しない,1泊,南砺市,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,"自家用車, 徒歩",普通,１０回目以上,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",宿泊予約Webサイト,旅行ガイドブック,ない,,,使わない,"1,000円以上3,000円未満","10,000円以上20,000円未満",使わない,"1,000円以上3,000円未満","五箇山, 庄川峡遊覧船",食べていない,食べていない,"ブリ, ホタルイカ","ブリ, ホタルイカ",大いに満足,大いに満足,普通,普通,普通,何回も来てる為,,ホタルイカ,相倉合掌集落,10,富山県在住,,砺波市,
2025/04/29,富山県,男性,50代,公務員,3: 600〜1000万円,子供連れ家族（一番下のお子様が小学生～高校生）,1泊,富山県以外には宿泊しない,1泊,氷見市,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,自家用車,,１０回目以上,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",宿泊施設のウェブサイト,口コミ（家族）,ない,,,"40,000円以上50,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","1,000円以上3,000円未満",使わない,雨晴海岸,食べていない,食べていない,フクラギ（イナダ、ハマチ）,フクラギ（イナダ、ハマチ）,普通,普通,普通,普通,普通,,,,,5,富山県在住,,氷見市,
2025/04/29,富山県,女性,50代,会社員,6: 無回答,子供連れ家族（一番下のお子様が小学生～高校生）,1泊,富山県以外には宿泊しない,1泊,氷見市,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,自家用車,,１回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",知人の紹介,口コミ（家族）,ない,,,"30,000円以上40,000円未満","10,000円以上20,000円未満","30,000円以上40,000円未満",使わない,使わない,石川県へ,食べていない,食べていない,鰆,どれにも感動していない,普通,普通,普通,普通,普通,お風呂が気持ちよかったふ,,,,6,来年もまた行きたい,,宿泊先
2025/04/29,東京都,女性,50代,医療機関職員,4: 1000〜2000万円,夫婦,2泊,富山県以外には宿泊しない,2泊,富山市,食事なし（素泊まり）,富山市,食事なし（素泊まり）,,,,,飛行機,"レンタカー, 路線バス",満足,５回目,地元の美味しいものを食べる,Google,口コミ（家族）,ない,,,"50,000円以上100,000円未満","30,000円以上40,000円未満","20,000円以上30,000円未満","10,000円以上20,000円未満","1,000円未満",立山黒部アルペンルート,専門店,食べていない,"ブリ, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, あゆ、ふぐ白子","ブリ, 紅ズワイガニ, シロエビ, ふぐ白子",大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,美味しいものが食べられた,,マフグ白子,,10,来年もまた行きたい,旬のものを季節ごとに味わいたい,富山市,富山市まちなか観光案内所