対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,交通手段１の満足度,交通手段２（目的地から）,交通手段２の満足度,交通の満足度,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度買い物（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
富山,2025/04/26 00:00:00,京都府,女性,50代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,食事なし（素泊まり）,,,,,,,"新幹線, 在来線",,"自家用車,",,,６回目,,,"テーマパーク（遊園地、動物園、水族館など）, 友人・親戚を訪ねる","YOUTUBE, 富山県内市町村の観光公式サイト, 宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"1,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満",,,"1,000円以上3,000円未満","砺波チューリップ公園, 富山城",回転寿司店（チェーン店）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ","ブリ, シロエビ",大いに満足,満足,満足,,満足,,,食べものが美味しい,電車のチケット購入でおつりがでないこと,極みポテトサラダ,チューリップフェア,9,来年もまた行きたい,モーニングを充実させてほしい,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/26 00:00:00,富山県,女性,20代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,,自家用車,,,１０回目以上,,,"宿でのんびり過ごす, 地元の美味しいものを食べる, 結婚式の前撮り","Instagram, 宿泊施設のウェブサイト, 口コミ（家族）",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,"3,000円以上5,000円未満","40,000円以上50,000円未満",,,使わない,宿のみ,食べていない,食べていない,"シロエビ, ホタルイカ","シロエビ, ホタルイカ",大いに満足,大いに満足,満足,,大いに満足,,,,,,,6,富山県在住,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/26 00:00:00,富山県,男性,60代,,1: 300万円未満,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,１０回目以上,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる","宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円未満","1,000円未満","5,000円以上10,000円未満",,,使わない,称名滝,食べていない,持ち帰り（道の駅・スーパーなど）,"ブリ, シロエビ, 甘エビ, ホタルイカ","シロエビ, 甘エビ, ホタルイカ",満足,大いに満足,満足,,満足,,,温泉の泉質が良くとても身体がゆっくりできたのと浴室の床が畳にリニューアルされとても暖かく感じました。,インバウンドの人達によるマナーの悪さが気になる。特に温泉の入浴の仕方が悪く思う。,夕食全て,やはり温泉ですが宿泊先の従業員の方々の気配りが良かったです。,10,富山県在住,これからもインバウンドの方々が多くなると思いますがその添乗員や案内の方々からの観光客への指導をお願いします。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/26 00:00:00,京都府,女性,60代,,1: 300万円未満,,2泊,福島県,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,１回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 旅行会社のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,ある,石川県,,"20,000円以上30,000円未満","3,000円以上5,000円未満","10,000円以上20,000円未満",,,"1,000円未満","岩瀬エリア, 黒部市吉田科学館",食べていない,食べていない,"シロエビ, 甘エビ, ホタルイカ",シロエビ,大いに満足,満足,普通,,満足,,,美味しいものを食べ、ゆっくり温泉に入り、素晴らしい景色を見る事が出来た。,福島県鶴ヶ城を14時に出発した為、時間がかかり困った。,宇奈月の宿でいただいた白えび,猪苗代町清水尻から見えた桜と磐梯山、猪苗代湖,5,機会があれば行きたい,40年前アルペンルート経由で宇奈月に立ち寄った時の賑やかなイメージで今回宿泊地に選びました。到着が遅くなったのでしっかり見てはいませんが静かだなと思いました。若い旅行客と話していたら静かでいいです。とでも私は活気のある宇奈月であって欲しいです。使っていない建物が景観を寂しくしているようで… 宇奈月温泉頑張ってください。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,兵庫県,女性,50代,,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,新幹線,,在来線・私鉄・路面電車,,満足,２回目,,,"地元の美味しいものを食べる, 趣味を満喫、推し活（好きなアイドル・アニメなどを）応援する","X（旧Twitter）, Instagram, Facebook, TikTok, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, 口コミ（友人・恋人）, 富山県観光公式のパンフレット, 旅行会社のパンフレット",1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,ある,福井県,,"30,000円以上40,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",,,"10,000円以上20,000円未満","国宝 高岡山瑞龍寺, 富山県美術館, 富山市ガラス美術館",居酒屋・レストラン（地元）,持ち帰り（道の駅・スーパーなど）,"フクラギ（イナダ、ハマチ）, 紅ズワイガニ, ホタルイカ",紅ズワイガニ,大いに満足,大いに満足,大いに満足,,大いに満足,,,お刺身がとても新鮮で美味しかったです。蟹も香り豊かで、ホタルイカも生でも炙りでもお酒にぴったり美味でした。,富山まで来る交通手段でハピライン福井に乗った際、ICカードでの精算が出来ず、結果現金で支払いしか精算出来なかった事が不便極まりない。チャージした高額代金を払い戻して欲しいくらいでした。残念,お刺身、蟹、ホタルイカ、ノドグロ,富山ガラス工房で、ガラス制作体験はとても貴重な体験でベネチアにも行きたくなりました,10,来年もまた行きたい,少しずつご当地グルメが楽しめるようにサイズの小さい富山ブラックラーメンなどもあれば嬉しいです。とても楽しい旅だったので、また是非、富山を訪れたいと思いました。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,愛知県,男性,60代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,自家用車,,自家用車,,,３回目,,,"宿でのんびり過ごす, 温泉や露天風呂","富山県観光公式サイト「とやま観光ナビ」, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ない,,,使わない,"5,000円以上10,000円未満","20,000円以上30,000円未満",,,使わない,"雨晴海岸, 海王丸パーク, 新湊大橋, 新湊きっときと市場, 高岡大仏",持ち帰り（道の駅・スーパーなど）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, 甘エビ, ホタルイカ, ウマヅラハギ",紅ズワイガニ,大いに満足,満足,普通,,満足,,,,,,,8,来年もまた行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,埼玉県,男性,30代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,７回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光, お祭りやイベントへの参加・見物","X（旧Twitter）, 富山県観光公式サイト「とやま観光ナビ」, 富山県観光公式のパンフレット",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,使わない,"5,000円以上10,000円未満","10,000円以上20,000円未満",,,"1,000円以上3,000円未満","砺波チューリップ公園, 富岩運河環水公園",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, ホタルイカ, バイガイ, ハチメ、ノドグロ","ブリ, フクラギ（イナダ、ハマチ）, バイガイ, ノドグロ",大いに満足,大いに満足,満足,,大いに満足,,,地元では生物が苦手で食べなかったけど、富山のお刺身やお寿司は食べれた。,お寿司屋さんで席が空いているのになかなか案内されず、子供がお腹すいたー！ってずっと言っていた。,ノドグロのお寿司,チューリップの色とりどりを見てこと,10,来年もまた行きたい,子供が楽しめる所が多い。,砺波市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,愛知県,男性,60代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,５回目,,,地元の美味しいものを食べる,"宿泊施設のウェブサイト, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ない,,,使わない,"1,000円以上3,000円未満","10,000円以上20,000円未満",,,"1,000円未満","海王丸パーク, 新湊きっときと市場, ほたるいかミュージアム",回転寿司店（地元）,持ち帰り（道の駅・スーパーなど）,"紅ズワイガニ, シロエビ, ホタルイカ","シロエビ, ホタルイカ",大いに満足,満足,満足,,満足,,,,,,,8,来年もまた行きたい,,滑川市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,三重県,無回答,60代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,自家用車,,自家用車,,,２回目,,,友人・親戚を訪ねる,"宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ある,石川県,,"3,000円以上5,000円未満","20,000円以上30,000円未満","5,000円以上10,000円未満",,,"3,000円以上5,000円未満","雨晴海岸, 二上山",回転寿司店（地元）,回転寿司店（地元）,"ブリ, 甘エビ, バイガイ","ブリ, バイガイ",満足,満足,満足,,満足,,,子供達が二上山の釣鐘に大喜び,夕食のコスパ,寿司,二上山,7,機会があれば行きたい,,高岡市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,東京都,男性,40代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,新幹線,,在来線・私鉄・路面電車,,普通,１回目,,,花見や紅葉などの自然鑑賞,"富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, テレビ番組",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,ある,石川県,,"5,000円以上10,000円未満","20,000円以上30,000円未満","30,000円以上40,000円未満",,,"5,000円以上10,000円未満","あさひ舟川「春の四重奏」, 宇奈月温泉, 黒部峡谷鉄道, 立山黒部アルペンルート",食べていない,食べていない,"シロエビ, ホタルイカ","シロエビ, ホタルイカ",大いに満足,大いに満足,満足,,大いに満足,,,,電車の乗り方や乗り継ぎ,ホタルイカのしゃぶしゃぶ,アルペンルート,7,機会があれば行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,女性,40代,,1: 300万円未満,,日帰り,,,,,,,,,,,,自家用車,,自家用車,,,１０回目以上,,,出張など仕事関係,"SNS広告, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","20,000円以上30,000円未満",,,"1,000円未満",富岩運河環水公園,食べていない,食べていない,ホタルイカ,ホタルイカ,普通,普通,普通,,普通,,,,,,,3,機会があれば行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,女性,30代,,6: 無回答,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,１回目,,,宿でのんびり過ごす,"X（旧Twitter）, 富山県観光公式のパンフレット",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円未満","1,000円以上3,000円未満","10,000円以上20,000円未満",,,"1,000円以上3,000円未満",砺波チューリップ公園,専門店,駅（売店・自販機など）,"ブリ, 紅ズワイガニ",ブリ,満足,満足,満足,,満足,,,,,,,10,機会があれば行きたい,,富山市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,石川県,女性,50代,,3: 600〜1000万円,,1泊,石川県,,1泊,,朝食のみ,,,,,,,自家用車,,自家用車,,大いに満足,１回目,,,出張など仕事関係,"X（旧Twitter）, Instagram, Facebook, 口コミ（友人・恋人）",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,"20,000円以上30,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満",,,"3,000円以上5,000円未満",あさひ舟川「春の四重奏」,食べていない,食べていない,食べていない,食べていない,普通,普通,普通,,普通,,,コンパクトシティで迷子になりにくい,想像より寒い,富山県の人柄,これからいきます,5,機会があれば行きたい,お祭り,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,長野県,女性,50代,,4: 1000〜2000万円,,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,食事なし（素泊まり）,,,,,自家用車,,自家用車,,,３回目,,,地元の美味しいものを食べる,"YOUTUBE, 前回富山旅行で得た情報",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"50,000円以上100,000円未満","20,000円以上30,000円未満","20,000円以上30,000円未満",,,使わない,雨晴海岸,専門店,専門店,"シロエビ, ホタルイカ","フクラギ（イナダ、ハマチ）, ホタルイカ",大いに満足,普通,普通,,満足,,,お寿司がめちゃくちゃ美味しかったから,楽しみにしていたます寿司屋さんが休みで残念。,すし屋の城光さんのコース料理,雨晴海岸,8,機会があれば行きたい,ます寿司店が少ない気がする,氷見市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,男性,60代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,2泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,大いに満足,５回目,,,宿でのんびり過ごす,"富山県観光公式サイト「とやま観光ナビ」, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ある,石川県,,"5,000円以上10,000円未満","10,000円以上20,000円未満","3,000円以上5,000円未満",,,"5,000円以上10,000円未満",黒部ダム,専門店,専門店,ブリ,紅ズワイガニ,大いに満足,大いに満足,大いに満足,,大いに満足,,,気持ちが良い,交通機関が少ない,ブリ,富山市,10,来年もまた行きたい,良かった,富山市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,女性,60代,,4: 1000〜2000万円,,1泊,長野県,,1泊,,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,,自家用車,,大いに満足,２回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる","Instagram, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, 口コミ（友人・恋人）",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,ない,,,使わない,使わない,使わない,,,使わない,友人と会う,食べていない,食べていない,"紅ズワイガニ, シロエビ, ホタルイカ","紅ズワイガニ, ホタルイカ",大いに満足,大いに満足,大いに満足,,大いに満足,,,ホテルの方々の対応が素晴らしかったです,なし,美味しそう食事,新しい友人が出来た,10,富山県在住,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,女性,60代,,4: 1000〜2000万円,,1泊,石川県,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,満足,２回目,,,温泉や露天風呂,"宿泊施設のウェブサイト, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ない,,,"40,000円以上50,000円未満","20,000円以上30,000円未満","40,000円以上50,000円未満",,,使わない,称名滝,食べていない,食べていない,"紅ズワイガニ, ホタルイカ",紅ズワイガニ,大いに満足,大いに満足,満足,,満足,,,,,,,5,機会があれば行きたい,,富山市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,女性,70代,,3: 600〜1000万円,,1泊,名古屋,,1泊,,朝食のみ,,,,,,,自家用車,,自家用車,,,２回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる","宿泊施設のウェブサイト, 宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,使わない,使わない,,,使わない,称名滝,食べていない,食べていない,"紅ズワイガニ, シロエビ",シロエビ,大いに満足,大いに満足,普通,,大いに満足,,,気持ちの良い,,,宿泊先の雅樂,10,来年もまた行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,女性,80歳以上,,3: 600〜1000万円,,1泊,石川県,,1泊,,夕・朝２食付き,,夕・朝２食付き,,,,,自家用車,,自家用車,,大いに満足,１０回目以上,,,宿でのんびり過ごす,"YOUTUBE, 口コミ（家族）",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"40,000円以上50,000円未満","30,000円以上40,000円未満","5,000円以上10,000円未満",,,使わない,岩瀬エリア,専門店,食べていない,"ブリ, 紅ズワイガニ, シロエビ, ホタルイカ","ブリ, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ",大いに満足,大いに満足,大いに満足,,大いに満足,,,,,,,8,来年もまた行きたい,,富山市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,男性,70代,,3: 600〜1000万円,,1泊,新潟県,,1泊,,夕・朝２食付き,,,,,,,自家用車,,自家用車,,,２回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 友人・親戚を訪ねる, 健康を増進する","宿泊施設のウェブサイト, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ある,愛知県,,"1,000円未満",使わない,使わない,,,使わない,黒部峡谷鉄道,食べていない,食べていない,"ブリ, 紅ズワイガニ, シロエビ, ホタルイカ","ブリ, 紅ズワイガニ, シロエビ, ホタルイカ",大いに満足,大いに満足,普通,,大いに満足,,,,,,,10,来年もまた行きたい,,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,鹿児島県,女性,40代,,1: 300万円未満,,日帰り,,,,,,,,,,,,自家用車,,自家用車,,満足,２回目,,,"友人・親戚を訪ねる, 帰省","富山県観光公式サイト「とやま観光ナビ」, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"10,000円以上20,000円未満",使わない,使わない,,,使わない,氷見『ばんやがい』,食べていない,食べていない,"ブリ, 甘エビ",甘エビ,大いに満足,大いに満足,大いに満足,,大いに満足,,,うららかな春の快晴の元、氷見海岸も穏やかで景色も良く、美味しい料理と、湯加減ちょうどの温泉に、気分もスッキリしたから。,,,氷見海岸,10,機会があれば行きたい,鹿児島県に住んでいると、富山県というと皆口を揃えて、魚の美味しい県だと言うし、イメージも魚がすぐに思い浮かぶようだ。お土産に、日持ちのするお菓子がなかなか思い浮かばない。かきやまは、歯が弱いお年寄りには遠慮される。何かオススメお菓子ないかなぁ。,氷見市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,岐阜県,女性,50代,,4: 1000〜2000万円,,日帰り,,,,,,,,,,,,自家用車,,自家用車,,,６回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, お祭りやイベントへの参加・見物, 趣味を満喫、推し活（好きなアイドル・アニメなどを）応援する","富山県内市町村の観光公式サイト,, チューリップのカタログ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,使わない,"1,000円以上3,000円未満",使わない,,,使わない,"砺波チューリップ公園, 夢の平コスモス荘そば祭り",食べていない,食べていない,食べていない,食べていない,大いに満足,普通,満足,,大いに満足,,,好きなチューリップの球根が買えたから。買えなかったチューリップの生産をお願いできたから。 蕎麦や山菜が美味しかったから。,チューリップ公園の駐車場案内が下手だと思いました。満車になったらどの駐車場に案内するか、予め考えておくべきだと思いました。,山菜の天ぷら。,チューリップ公園のチューリップ。ほぼ満開でした。,10,来年もまた行きたい,呉羽梨がパーキングエリアで買えるのでありがたいです。大きくて美味しいです。 宿泊していないのに、宿泊の感想を必須にされても困ります。,砺波市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,茨城県,女性,50代,,1: 300万円未満,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,新幹線,,在来線・私鉄・路面電車,,大いに満足,２回目,,,"地元の美味しいものを食べる, お祭りやイベントへの参加・見物","Facebook, 口コミ（家族）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"20,000円以上30,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満",,,"3,000円以上5,000円未満",富岩運河環水公園,専門店,駅（売店・自販機など）,フクラギ（イナダ、ハマチ）,フクラギ（イナダ、ハマチ）,大いに満足,大いに満足,大いに満足,,大いに満足,,,空気が美味しい、食べ物が美味しい、景色が綺麗。ホテルも最高で、大満足です。,特にありません,寿司,富山駅前や駅周辺のハンギングのお花がとても綺麗で感動しました！,10,機会があれば行きたい,いつも富山駅周辺のお花が綺麗で感動します。おもてなしされている感じがしてとても嬉しいのです。観光パンフレットなども充実していますし、富山県は魅力がいっぱいあってとても素敵なところだと思います。,宿泊先,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,女性,30代,,3: 600〜1000万円,,日帰り,,,,,,,,,,,,県外から訪れていない（富山県在住）,,自家用車,,,７回目,,,地元の美味しいものを食べる,"宿泊施設のウェブサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円以上3,000円未満","5,000円以上10,000円未満",使わない,,,"1,000円未満","富山県美術館, 富岩運河環水公園",食べていない,食べていない,"ブリ, ホタルイカ",どれにも感動していない,普通,普通,満足,,満足,,,子供達に良い経験をしてもらえたから,,ブリ照り焼き,環水公園の船に乗ったこと,10,富山県在住,鮮度のある海産物を食べたい,富山市,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,東京都,女性,20代,,1: 300万円未満,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,新幹線,,"在来線・私鉄・路面電車, 路線バス",,大いに満足,１回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, お祭りやイベントへの参加・見物","富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, 宿泊予約Webサイト, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,ない,,,"10,000円以上20,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満",,,"1,000円以上3,000円未満",立山黒部アルペンルート,食べていない,食べていない,ホタルイカ,ホタルイカ,大いに満足,大いに満足,大いに満足,,大いに満足,,,この日のために節約してお金を貯めて、日々の仕事の疲れが吹っ飛ぶ絶景と体験ができた。山菜やホタルイカ等、富山や立山ならではのものを食べることができ、非常に美味しかった。またグルメや観光のために、富山に足を運びたいと思った。,特にありません。,ホタルイカ,アルペンルートの景色,10,来年もまた行きたい,ホタルイカ等有名な食べ物は東京でも食べることが出来るが、富山で食べると格別で、それだけで再訪する理由になりました。併せてホタルイカミュージックも次回の観光で訪れたいです。,立山町,,,,,,,,,,,,,,,
富山,2025/04/27 00:00:00,富山県,男性,40代,,3: 600〜1000万円,,日帰り,,,,,,,,,,,,県外から訪れていない（富山県在住）,,自家用車,,,１０回目以上,,,友人・親戚を訪ねる,"宿泊予約Webサイト, Googleマップ, 口コミ（家族）",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円未満","50,000円以上100,000円未満",使わない,,,"1,000円以上3,000円未満","富山県美術館, 水墨美術館",居酒屋・レストラン（チェーン店）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, ゲンゲ","ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, ゲンゲ",大いに満足,大いに満足,大いに満足,,大いに満足,,,,,,,10,富山県在住,,富山市,,,,,,,,,,,,,,,
